Item URL,Name,Price,Brand,Sizes,SKU,Categories,Description,All images URLs
https://www.copunderdog.com/shop/sneakers/yeezy/adidas-yeezy-foam-runner-sand/,Adidas Yeezy Foam Runner Sand,29999.00,Yeezy,"5, 6, 8",N/A,"Sneakers, Yeezy","The adidas Yeezy Foam RNNR Sand arrives in a Sand monochromatic color scheme, much like its predecessor. Its one-piece sculpted upper with oval cut-outs provide a futuristic aesthetic to complete the bold design aesthetic.","https://www.copunderdog.com/wp-content/uploads/2021/03/images-1.jpg, https://www.copunderdog.com/wp-content/uploads/2021/03/IMG-20210326-WA0034.jpg, https://www.copunderdog.com/wp-content/uploads/2021/03/download.png"
https://www.copunderdog.com/shop/sneakers/nike/air-force-1-high-wheat/,Air Force 1 High Wheat,17250.00,Nike,11,N/A,"Nike, Sneakers","BRAND NEW
IN STORE READY TO STORE",https://www.copunderdog.com/wp-content/uploads/2021/10/Af-1-wheat.jpg
https://www.copunderdog.com/shop/sneakers/yeezy/yeezy-foam-runner-mineral-blue/,Adidas Yeezy Foam Runner Mineral Blue,26500.00,Yeezy,9,N/A,"Bae Section, Sneakers, Yeezy",The Adidas Yeezy Foam RNNR Mineral Blue is made of a Mineral Blue foam that blends EVA with harvested algae. Oval cut-outs throughout the upper add ventilation to finish off the design. The dark blue colour palette adds class to an otherwise bold silhouette,"https://www.copunderdog.com/wp-content/uploads/2021/05/foam-runner.jpg, https://www.copunderdog.com/wp-content/uploads/2021/05/adidas-yeezy-yeezy-foam-runner-mineral-blue_16899608_33636870_1000.png, https://www.copunderdog.com/wp-content/uploads/2021/05/adidas-yeezy-yeezy-foam-runner-mineral-blue_16899608_33635469_1000.png, https://www.copunderdog.com/wp-content/uploads/2021/05/adidas-yeezy-yeezy-foam-runner-mineral-blue_16899608_33636871_1000.png"
https://www.copunderdog.com/shop/sneakers/yeezy/adidas-yeezy-soot-slide/,Adidas Yeezy Soot Slide,14999.00,Yeezy,"4, 6",N/A,"Sneakers, Yeezy","Constructed with a durable EVA foam, the Yeezy Slide Soot combines the comfort of the slide with the subtle elegance of the soot colour for a bold and classy slide perfect for all wardrobes. Strategic grooves on the underfoot enable for grip and traction on the sole",https://www.copunderdog.com/wp-content/uploads/2021/09/Adobe_Post_20210909_1443100.8426970740768428.png
https://www.copunderdog.com/shop/sneakers/nike/air-fear-of-god-triple-black/,Air Fear Of God “Triple Black”,65000.00,Nike,10,N/A,"Nike, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/08/35.png
https://www.copunderdog.com/shop/sneakers/yeezy/adidas-yeezy-boost-350-v2-yeezreel/,Adidas Yeezy Boost 350 V2 Yeezreel,35999.00,Yeezy,8-5,N/A,"REPBULIC DAY SALE, Sneakers, Yeezy","The Yeezy 350 V2 Yeezreel is composed of a neon green upper and with black and grey accents ingrained in the upper. A translucent Yeezreel Boost cushioned sole and side stripe completes the design. Unlike its reflective counterpart, this pair boasts a heel tab for added character",https://www.copunderdog.com/wp-content/uploads/2021/11/images-34.jpeg
https://www.copunderdog.com/shop/sneakers/yeezy/adidas-yeezy-boost-350-v2-oreo/,Adidas Yeezy Boost 350 V2 Oreo,60000.00,Yeezy,8,N/A,"Sneakers, Yeezy","The Yeezy Boost 350 V2 ‘Oreo’ features a black Primeknit upper with a white stripe, SPLY 350 branding, and a translucent black midsole housing full-length Boost. Originally debuted as part of the “Core Pack” the 350 Oreo is the easily the most versatile out of them all","https://www.copunderdog.com/wp-content/uploads/2021/06/adidas-yeezy-yeezy-boost-350-v2-oreo_12960330_27477021_1000.png, https://www.copunderdog.com/wp-content/uploads/2021/06/oreo.jpg, https://www.copunderdog.com/wp-content/uploads/2021/06/adidas-yeezy-yeezy-boost-350-v2-oreo_12960330_27478084_1000.png, https://www.copunderdog.com/wp-content/uploads/2021/06/adidas-yeezy-yeezy-boost-350-v2-oreo_12960330_27478085_1000.png"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-bordeaux/,Air Jordan 1 High Bordeaux,19999.00,Jordans,"8, 9-5, 10, 10-5",N/A,"Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2021/11/Air-Jordan-1-High-OG-Bordeaux-555088-611-7.jpg, https://www.copunderdog.com/wp-content/uploads/2021/11/air-jordan-1-bordeaux-555088-611-release-date.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-handcrafted/,Air Jordan 1 High “Craft” Handcrafted,25999.00,Jordans,"9, 10, 11",N/A,"Jordans, Sneakers",N/A,https://www.copunderdog.com/wp-content/uploads/2021/12/43.png
https://www.copunderdog.com/shop/sneakers/yeezy/adidas-yeezy-foam-runner-moon-gray/,Adidas Yeezy Foam Runner Moon Gray,30999.00,Yeezy,"5, 6",N/A,"Bae Section, Sneakers, Yeezy","The Yeezy Foam RNNR MXT Moon Grey delivers a new color layout, making it different from the original, neutral Ararat. Constructed partially from algae, the entire shoe is hit with a mix of Sand and Moon Grey colors in a psychedelic mashup that covers the entire slipon","https://www.copunderdog.com/wp-content/uploads/2021/03/YZY-FOAM-RUNNER-GRAY-1_800x570.jpg, https://www.copunderdog.com/wp-content/uploads/2021/03/8-1.png, https://www.copunderdog.com/wp-content/uploads/2021/03/adidas-yeezy-foam-runner-mxt-moon-gray-GV7904-release-date-3.jpeg"
https://www.copunderdog.com/shop/sneakers/yeezy/adidas-yeezy-slide-pure-2/,Adidas Yeezy Slide Pure,14500.00,Yeezy,"7, 8, 9",N/A,"Sneakers, Yeezy",BRAND NEW,"https://www.copunderdog.com/wp-content/uploads/2021/04/13.jpg, https://www.copunderdog.com/wp-content/uploads/2021/04/GZ5554_TPP_eCom.jpg, https://www.copunderdog.com/wp-content/uploads/2021/04/adidas-yeezy-yeezy-slide-pure_16811347_33430793_1000.png, https://www.copunderdog.com/wp-content/uploads/2021/04/GZ5554_FR_eCom.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-smoke-grey/,Air Jordan 1 High Smoke Grey,31999.00,Jordans,7-5,N/A,"Jordans, Sneakers","BRAND NEW
INSTORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2020/10/smoke-grey-2.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/smoke-grey.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/smoke-grey-1.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-smoke-grey-release-date.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-volt-gold/,Air Jordan 1 High Volt Gold,23500.00,Jordans,"8, 9-5",N/A,"Jordans, Sneakers",,"https://www.copunderdog.com/wp-content/uploads/2020/11/6.png, https://www.copunderdog.com/wp-content/uploads/2021/01/volt-gold-1.jpg, https://www.copunderdog.com/wp-content/uploads/2021/01/volt-gold-2.jpg, https://www.copunderdog.com/wp-content/uploads/2021/01/volt-gold.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-neutral-grey/,Air Jordan 1 High OG Neutral Grey ’85,45000.00,Jordans,"6-5, 8",N/A,"Jordans, REPBULIC DAY SALE, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/06/neutral.jpg, https://www.copunderdog.com/wp-content/uploads/2021/06/j1-n-grey-1.jpg, https://www.copunderdog.com/wp-content/uploads/2021/06/j1-n-grey-2.jpg, https://www.copunderdog.com/wp-content/uploads/2021/06/j1-n-grey.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-university-blue/,Air Jordan 1 High University Blue,39999.00,Jordans,"4-5, 7, 9-5",N/A,"Jordans, Sneakers",,"https://www.copunderdog.com/wp-content/uploads/2021/03/7.png, https://www.copunderdog.com/wp-content/uploads/2021/03/j1-unc-1.jpg, https://www.copunderdog.com/wp-content/uploads/2021/03/j1-unc-2.jpg, https://www.copunderdog.com/wp-content/uploads/2021/03/j1-unc.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-armoury-navy/,Air Jordan 1 Low Armoury Navy,21000.00,Jordans,"7, 8, 9",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2022/01/armoury-navy.webp
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-hyper-royal/,Air Jordan 1 High Hyper Royal,34000.00,Jordans,"7, 7-5, 8-5, 9",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/04/hyper-royal-3.jpg, https://www.copunderdog.com/wp-content/uploads/2021/04/hyper-royal-1.jpg, https://www.copunderdog.com/wp-content/uploads/2021/04/hyper-royal-2.jpg, https://www.copunderdog.com/wp-content/uploads/2021/04/Hyper-royal.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-artic-pink/,Air Jordan 1 Low Artic Pink,12999.00,Jordans,"5, 5-5, 6",N/A,"Jordans, Sneakers",N/A,https://www.copunderdog.com/wp-content/uploads/2022/02/45.png
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-og-royal-toe/,Air Jordan 1 High Royal Toe,35000.00,Jordans,8,N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2020/10/royal-toe-1.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/royal-toe-2.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/royal-toe.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-white-royal-release-date.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-og-co-jp-tokyo/,Air Jordan 1 HighCO.JP Tokyo,27000.00,Jordans,"3, 3-5, 6, 9, 9-5, 10, 11",N/A,"Bae Section, Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-retro-high-og-cojp-tokyo-release-date-3.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-retro-high-og-cojp-tokyo-release-date-4.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-retro-high-og-cojp-tokyo-release-date.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/7-1.png, https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-retro-high-og-cojp-tokyo-release-date-5.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-retro-high-og-cojp-tokyo-release-date-1.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-retro-high-og-cojp-tokyo-release-date-2.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-seafoam/,Air Jordan 1 High Seafoam,29999.00,Jordans,5,N/A,"Jordans, REPBULIC DAY SALE, Sneakers",,https://www.copunderdog.com/wp-content/uploads/2021/08/Adobe_Post_20210819_2124070.9103755482347098.png
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-og-co-jp-midnight-navy/,Air Jordan 1 High Co.Jp Midnight Navy,29999.00,Jordans,"7-5, 8",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2020/11/co.jp-2.jpg, https://www.copunderdog.com/wp-content/uploads/2020/11/air-jordan-1-high-og-cojp-midnight-navy-release-date.jpg, https://www.copunderdog.com/wp-content/uploads/2020/11/co.jp-1.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/jordan-1-light-fusion-red/,Air Jordan 1 High Light Fusion Red,19999.00,Jordans,"6-5, 8, 8-5, 9",N/A,"Jordans, Sneakers",BRAND NEW,"https://www.copunderdog.com/wp-content/uploads/2021/06/fusion-red-2.jpg, https://www.copunderdog.com/wp-content/uploads/2021/06/fusion-red.jpg, https://www.copunderdog.com/wp-content/uploads/2021/06/fusion-red-1.jpg, https://www.copunderdog.com/wp-content/uploads/2021/04/15-2.png"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-shadow-2-0/,Air Jordan 1 High Shadow 2.0,29999.00,Jordans,"8, 9, 9-5",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/05/8.png, https://www.copunderdog.com/wp-content/uploads/2021/05/shadow-2.0-2.jpg, https://www.copunderdog.com/wp-content/uploads/2021/05/shadow-2.0.jpg, https://www.copunderdog.com/wp-content/uploads/2021/05/shadow-2.0-1.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-pollen/,Air Jordan 1 High Pollen,19999.00,Jordans,"7, 7-5, 8, 9, 10",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/08/Adobe_Post_20210831_1048430.5389968649279276.png
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-high-og-patent-bred/,Air Jordan 1 High OG ” Patent Bred “,32999.00,Jordans,"6, 7, 7-5, 8, 8-5, 9, 9-5, 10, 11",N/A,"Jordans, REPBULIC DAY SALE, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2021/12/highxtar-ya-estan-aqui-las-nike-air-jordan-1-high-og-patent-bred-destacada.jpg, https://www.copunderdog.com/wp-content/uploads/2021/12/air-jordan-1-patent-bred-555088-063-release-date-1.jpg, https://www.copunderdog.com/wp-content/uploads/2021/12/air-jordan-1-patent-bred-555088-063-release-date.jpg, https://www.copunderdog.com/wp-content/uploads/2021/12/FGHhqTuXoAQ3kYh.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-laser-blue-black/,Air Jordan 1 Low Laser Blue Black,14999.00,Jordans,9,N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2020/10/laser-3.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/air-jordan-1-low-shoe-6Q1tFM-15.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/laser-1.jpg, https://www.copunderdog.com/wp-content/uploads/2020/10/laser-2.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-madder-root/,Air Jordan 1 Low Madder Root,18999.00,Jordans,"4-5, 6, 6-5",N/A,"Jordans, REPBULIC DAY SALE, Sneakers","BRAND NEW
IN-STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2022/02/41.png
https://www.copunderdog.com/shop/sneakers/air-jordan-1-low-plum/,Air Jordan 1 Low Plum,14999.00,Air Jordan 1 Low Plum,"4, 5, 6",N/A,"Bae Section, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/10/DC7268-500-1-850x850-1.jpg
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-obsidian/,Air Jordan 1 Low Obsidian / UNC,19999.00,Jordans,"9, 11",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/07/obsidian-1.jpg, https://www.copunderdog.com/wp-content/uploads/2021/07/obsidian-2.jpg, https://www.copunderdog.com/wp-content/uploads/2021/07/obsidian-3.jpg, https://www.copunderdog.com/wp-content/uploads/2021/07/obsidian.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-unc-black/,Air Jordan 1 Low Unc black,18500.00,Jordans,"5, 8",N/A,"Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2022/01/3.jpg, https://www.copunderdog.com/wp-content/uploads/2022/01/2.jpg, https://www.copunderdog.com/wp-content/uploads/2022/01/images-20.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/1-1-1.jpg, https://www.copunderdog.com/wp-content/uploads/2022/02/43.png"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-artic-pink/,Air Jordan 1 Mid Artic Pink,18500.00,Jordans,"5-5, 6",N/A,"Bae Section, Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/10/pink-mid.jpg
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-ghost-green/,Air Jordan 1 Low Ghost Green,19999.00,Jordans,10-5,N/A,"Jordans, REPBULIC DAY SALE, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/09/ghost-green.jpg
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-utility-black/,Air Jordan 1 Low Utility Black,15999.00,Jordans,"4, 4-5, 5, 5-5, 6, 7, 9",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/12/air-jordan-1-low-se-utility-white-black-dd9337-106-detail-2_w490.jpg.webp, https://www.copunderdog.com/wp-content/uploads/2021/12/air-jordan-1-low-se-utility-white-black-dd9337-106_w490.jpg.webp, https://www.copunderdog.com/wp-content/uploads/2021/12/air-jordan-1-low-se-utility-white-black-dd9337-106-detail_w490.jpg.webp, https://www.copunderdog.com/wp-content/uploads/2021/12/air-jordan-1-low-se-utility-white-black-dd9337-106-back_w490.jpg.webp"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-shadow-2-0/,Air Jordan 1 Low Particle Grey / Shadow 2.0,19999.00,Jordans,9,N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/06/shadow-2.0.jpg, https://www.copunderdog.com/wp-content/uploads/2021/06/shadow-3.jpg, https://www.copunderdog.com/wp-content/uploads/2021/06/shadow-2.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-sesame/,Air Jordan 1 Low Sesame,15999.00,Jordans,5-5,N/A,"Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2022/02/44.png, https://www.copunderdog.com/wp-content/uploads/2022/01/images-22.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/images-23.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/images-21.jpeg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-mocha/,Air Jordan 1 Low Mocha / Dark Chocolate,22999.00,Jordans,"8, 9, 10",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/11/mocha-low.jpg, https://www.copunderdog.com/wp-content/uploads/2021/11/images-8.jpeg, https://www.copunderdog.com/wp-content/uploads/2021/11/images-7.jpeg, https://www.copunderdog.com/wp-content/uploads/2021/11/images-6.jpeg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-canyon-rust/,Air Jordan 1 Low Canyon Rust,23999.00,Jordans,6-5,N/A,"Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-low-canyon-rustblack-purple-smoke-602b854c1b056.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-low-canyon-rustblack-purple-smoke-602b854bb89ff.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-low-canyon-rustblack-purple-smoke-602b854c26708.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-low-canyon-rustblack-purple-smoke-602b854c32c4d.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-low-canyon-rustblack-purple-smoke-602b854c4f140.jpeg, https://www.copunderdog.com/wp-content/uploads/2021/12/41.png"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-tropical-twist/,Air Jordan 1 Low Tropical Twist,17500.00,Jordans,9,N/A,"Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2022/01/giay-nike-air-jordan-1-low-tropical-twist-o-ck3022-301.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/02/46.png"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-low-bred-toe/,Air Jordan 1 Low Bred Toe,19999.00,Jordans,"6, 7, 8, 9, 10, 11",N/A,"Jordans, Sneakers","BRAND NEW
1-2 WEEKS DELIVERY PERIOD",https://www.copunderdog.com/wp-content/uploads/2022/01/Nike-Flyknit-Air-Max-Mens-Running-Shoe-553558_612_A_PREM.jpg.png
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-canyon-rust-copy/,Air Jordan 1 Mid Canyon Rust,25999.00,Jordans,6-5,N/A,"Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-mid-particle-beigeblack-canyon-rust-sail-6017e26d1db48.jpeg, https://www.copunderdog.com/wp-content/uploads/2021/12/40.png, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-mid-particle-beigeblack-canyon-rust-sail-6017e26cc26c8.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-mid-particle-beigeblack-canyon-rust-sail-6017e26d50fa7.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-mid-particle-beigeblack-canyon-rust-sail-6017e26cde731.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-mid-particle-beigeblack-canyon-rust-sail-6017e26d2a5be.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-mid-particle-beigeblack-canyon-rust-sail-6017e26d129ae.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/wmns-air-jordan-1-mid-particle-beigeblack-canyon-rust-sail-6017e26d365cf.jpeg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-11-breds-lows/,Air Jordan 11 Low Bred,17999.00,Jordans,"8, 9, 10",N/A,"Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2021/01/bred-111.jpg, https://www.copunderdog.com/wp-content/uploads/2021/01/Adobe_Post_20210115_1514390.6118741571378827.png, https://www.copunderdog.com/wp-content/uploads/2021/01/bred-1111.jpg, https://www.copunderdog.com/wp-content/uploads/2021/01/bred-11.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-metallic-red/,Air Jordan 1 Mid Metallic Red,22999.00,Jordans,6,N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2022/01/mid-red-e1641365557225.jpg
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-mocha/,Air Jordan 1 Mid Mocha Chocolate,16999.00,Jordans,"7, 8, 8-5, 9, 10, 11",N/A,"Jordans, Sneakers","IN STORE
READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/11/air-jordan-1-mid-se-shoes-7fj1ZJ-1.png, https://www.copunderdog.com/wp-content/uploads/2021/11/air-jordan-1-mid-se-shoes-7fj1ZJ.png, https://www.copunderdog.com/wp-content/uploads/2021/11/IMG-20211113-WA0003.jpg, https://www.copunderdog.com/wp-content/uploads/2021/11/air-jordan-1-mid-se-shoes-7fj1ZJ-2.png"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-corduroy/,Air Jordan 1 Mid Corduroy,14999.00,Jordans,"4-5, 6",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP","https://www.copunderdog.com/wp-content/uploads/2021/06/air-jordan-1-mid-se-shoe-bMwPf8.png, https://www.copunderdog.com/wp-content/uploads/2021/06/air-jordan-1-mid-se-shoe-bMwPf8-1.png, https://www.copunderdog.com/wp-content/uploads/2021/06/air-jordan-1-mid-se-shoe-bMwPf8-2.png, https://www.copunderdog.com/wp-content/uploads/2021/06/corduroy-1.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-chicago-white-toe/,Air Jordan 1 Mid Chicago White Toe,29999.00,Jordans,"5, 6",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/08/white-toe.jpg
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-south-beach/,Air Jordan 1 Mid SE South Beach,17999.00,Jordans,"8, 9, 10, 11, 12",N/A,"Jordans, REPBULIC DAY SALE, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/12/south-beach.jpg
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-smoke-grey/,Air Jordan 1 Mid Smoke Grey,29999.00,Jordans,9,N/A,"Jordans, Sneakers",BRAND NEW,https://www.copunderdog.com/wp-content/uploads/2021/08/36.png
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-iron-ore-atmosphere/,Air Jordan 1 Mid Iron Ore / Atmosphere,18500.00,Jordans,6-5,N/A,"Jordans, REPBULIC DAY SALE, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2022/01/images-18.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/images-19.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/air-jordan-1-mid-se-shoe-34DtkG-1.jpeg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-tropical-twist/,Air Jordan 1 Mid Tropical Twist,17999.00,Jordans,"8-5, 9-5",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/12/tropical.jpg
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-3-denim/,Air Jordan 3 Denim,22450.00,Jordans,11,N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/10/denim.jpg
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-4-fire-red/,Air Jordan 4 Fire Red,34999.00,Jordans,8,N/A,"Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2022/01/images-14.jpeg, https://www.copunderdog.com/wp-content/uploads/2022/01/images-13.jpeg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-4-lightning-yellow/,Air Jordan 4 Lightning Yellow,24999.00,Jordans,"5-5, 6, 7, 8, 9",N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/08/lightning-4.jpg
https://www.copunderdog.com/shop/sneakers/jordans/aie-jordan-1-mid-habanero-red-white/,Air Jordan 1 Mid Habanero Red/White,14999.00,Jordans,6-5,N/A,"Jordans, Sneakers","BRAND NEW
IN STORE READY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/08/40-1.png
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-1-mid-signal-orange/,Air Jordan 1 Mid Signal Orange,21999.00,Jordans,"3-5, 6",N/A,"Bae Section, Jordans, Sneakers",N/A,"https://www.copunderdog.com/wp-content/uploads/2022/02/40.png, https://www.copunderdog.com/wp-content/uploads/2022/01/DD6834-802_sivasdescalzo-Jordan-Air_Jordan_1_Mid_Turf_Orange_-1617967583-4.jpg, https://www.copunderdog.com/wp-content/uploads/2022/01/air-jordan-1-mid-turf-orange-6.jpg"
https://www.copunderdog.com/shop/sneakers/jordans/air-jordan-4-metallic-orange/,Air Jordan 4 Metallic Orange,39999.00,Jordans,11,N/A,"Jordans, REPBULIC DAY SALE, Sneakers","BRAND NEW
IN STORE REAY TO SHIP",https://www.copunderdog.com/wp-content/uploads/2021/10/jordan-4-red.jpg
